,model,clip,predicted,dylan_label,ellie_label,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
593,cnn_sup,4_2b_task3 21967-22417,WALK,y,n,GET=0.4555,WASH=0.3766,PLAY=0.3624,TAKE=0.3556,THROW=0.3319,PICK=0.2052,WALK=0.0868,OPEN=0.0478,GO=-0.0609,HOLD=-0.2476,EAT=-0.3170,GIVE=-0.4156,DROP=-0.5843,PUT=-0.6368
594,rand,4_2b_task3 21967-22417,GO,/,n,,,,,,,,,,,,,,
595,spatial_unsup,4_2b_task3 22417-22867,GIVE,n,n,GIVE=0.7354,THROW=0.7259,TAKE=0.7200,WASH=0.7127,HOLD=0.7073,GET=0.7054,WALK=0.6988,PUT=0.6909,PICK=0.6875,EAT=0.6850,OPEN=0.6821,GO=0.6739,DROP=0.6474,PLAY=0.6172
596,cnn_unsup,4_2b_task3 22417-22867,GET,y,n,GET=0.9945,WASH=0.9917,WALK=0.9914,PUT=0.9913,PICK=0.9906,GO=0.9904,THROW=0.9900,PLAY=0.9899,TAKE=0.9896,EAT=0.9884,DROP=0.9849,GIVE=0.9815,HOLD=0.9786,OPEN=0.9706
597,spatial_sup,4_2b_task3 22417-22867,PUT,n,n,PUT=0.6844,THROW=0.2465,GIVE=0.1370,WALK=0.1365,GO=0.0194,TAKE=0.0039,EAT=0.0026,PLAY=-0.0034,DROP=-0.0590,WASH=-0.0697,HOLD=-0.2582,GET=-0.3012,OPEN=-0.7248,PICK=-0.7620
598,cnn_sup,4_2b_task3 22417-22867,TAKE,y,n,PUT=0.6844,THROW=0.2465,GIVE=0.1370,WALK=0.1365,GO=0.0194,TAKE=0.0039,EAT=0.0026,PLAY=-0.0034,DROP=-0.0590,WASH=-0.0697,HOLD=-0.2582,GET=-0.3012,OPEN=-0.7248,PICK=-0.7620
599,rand,4_2b_task3 22417-22867,PLAY,n,/,,,,,,,,,,,,,,
600,spatial_unsup,4_2b_task3 22867-23317,WALK,n,n,WALK=0.0077,THROW=0.0076,PLAY=0.0069,PUT=0.0066,GET=0.0063,WASH=0.0057,EAT=0.0053,GO=0.0051,TAKE=0.0041,PICK=0.0035,DROP=0.0033,OPEN=0.0032,HOLD=0.0019,GIVE=0.0014
601,cnn_unsup,4_2b_task3 22867-23317,WASH,n,n,WASH=0.9919,GET=0.9903,PUT=0.9902,EAT=0.9898,GO=0.9892,TAKE=0.9884,PICK=0.9883,WALK=0.9877,THROW=0.9867,PLAY=0.9848,DROP=0.9843,HOLD=0.9812,GIVE=0.9790,OPEN=0.9667
602,spatial_sup,4_2b_task3 22867-23317,EAT,n,n,EAT=0.5024,WALK=0.3207,WASH=0.1943,TAKE=0.1828,THROW=0.1749,PUT=0.1331,PLAY=0.0733,HOLD=-0.0548,GO=-0.0982,GET=-0.1791,DROP=-0.2466,GIVE=-0.3231,OPEN=-0.4320,PICK=-0.5758
603,cnn_sup,4_2b_task3 22867-23317,PICK,/,/,EAT=0.5024,WALK=0.3207,WASH=0.1943,TAKE=0.1828,THROW=0.1749,PUT=0.1331,PLAY=0.0733,HOLD=-0.0548,GO=-0.0982,GET=-0.1791,DROP=-0.2466,GIVE=-0.3231,OPEN=-0.4320,PICK=-0.5758
604,rand,4_2b_task3 22867-23317,GET,y,y,,,,,,,,,,,,,,
605,spatial_unsup,4_2b_task3 23317-23767,THROW,n,n,THROW=0.0079,WALK=0.0071,PLAY=0.0067,PUT=0.0066,GET=0.0059,WASH=0.0054,EAT=0.0053,GO=0.0049,TAKE=0.0040,PICK=0.0034,DROP=0.0032,OPEN=0.0032,GIVE=0.0026,HOLD=0.0018
606,cnn_unsup,4_2b_task3 23317-23767,GET,n,n,GET=0.9948,WALK=0.9939,WASH=0.9937,PUT=0.9909,GO=0.9901,PICK=0.9893,EAT=0.9891,TAKE=0.9890,PLAY=0.9874,THROW=0.9873,DROP=0.9830,HOLD=0.9792,GIVE=0.9780,OPEN=0.9631
607,spatial_sup,4_2b_task3 23317-23767,PUT,n,n,PUT=0.3748,WASH=0.2884,EAT=0.2775,PLAY=0.1756,GIVE=0.0892,THROW=0.0722,TAKE=0.0286,GO=0.0174,WALK=-0.0054,GET=-0.1169,DROP=-0.1490,HOLD=-0.2534,OPEN=-0.4048,PICK=-0.7880
608,cnn_sup,4_2b_task3 23317-23767,THROW,n,n,PUT=0.3748,WASH=0.2884,EAT=0.2775,PLAY=0.1756,GIVE=0.0892,THROW=0.0722,TAKE=0.0286,GO=0.0174,WALK=-0.0054,GET=-0.1169,DROP=-0.1490,HOLD=-0.2534,OPEN=-0.4048,PICK=-0.7880
609,rand,4_2b_task3 23317-23767,THROW,n,n,,,,,,,,,,,,,,
610,spatial_unsup,4_2b_task3 23767-24217,PLAY,n,n,PLAY=0.8782,DROP=0.8584,GO=0.8543,WALK=0.8427,PICK=0.8330,THROW=0.8306,GET=0.8288,EAT=0.8274,HOLD=0.8179,OPEN=0.8157,TAKE=0.8023,PUT=0.8018,WASH=0.7934,GIVE=0.6387
611,cnn_unsup,4_2b_task3 23767-24217,WASH,y,y,WASH=0.9979,GET=0.9947,WALK=0.9926,EAT=0.9919,GO=0.9918,PICK=0.9916,PUT=0.9915,TAKE=0.9910,DROP=0.9874,HOLD=0.9855,PLAY=0.9853,THROW=0.9847,GIVE=0.9798,OPEN=0.9702
612,spatial_sup,4_2b_task3 23767-24217,PICK,y,y,PICK=0.4813,GO=0.3195,OPEN=0.3129,THROW=0.2823,HOLD=0.1353,WALK=0.0871,DROP=-0.0216,TAKE=-0.0524,GET=-0.0700,PLAY=-0.0831,EAT=-0.2271,WASH=-0.2710,GIVE=-0.2940,PUT=-0.5042
613,cnn_sup,4_2b_task3 23767-24217,TAKE,y,y,PICK=0.4813,GO=0.3195,OPEN=0.3129,THROW=0.2823,HOLD=0.1353,WALK=0.0871,DROP=-0.0216,TAKE=-0.0524,GET=-0.0700,PLAY=-0.0831,EAT=-0.2271,WASH=-0.2710,GIVE=-0.2940,PUT=-0.5042
614,rand,4_2b_task3 23767-24217,DROP,n,n,,,,,,,,,,,,,,
615,spatial_unsup,4_2b_task3 24217-24667,DROP,n,n,DROP=0.9502,HOLD=0.9258,WALK=0.9251,PLAY=0.9235,GO=0.9231,WASH=0.9217,PICK=0.9132,PUT=0.9039,EAT=0.8998,THROW=0.8863,TAKE=0.8730,GIVE=0.8594,GET=0.8566,OPEN=0.8288
616,cnn_unsup,4_2b_task3 24217-24667,WASH,y,y,WASH=0.9966,GET=0.9937,EAT=0.9932,GO=0.9929,TAKE=0.9924,PICK=0.9923,PUT=0.9920,WALK=0.9913,DROP=0.9891,HOLD=0.9887,PLAY=0.9868,THROW=0.9855,GIVE=0.9806,OPEN=0.9750
617,spatial_sup,4_2b_task3 24217-24667,HOLD,y,y,HOLD=0.6722,DROP=0.5509,EAT=0.3787,OPEN=0.3132,WASH=0.3007,GO=0.2782,GIVE=0.2182,PICK=0.0740,PUT=-0.0561,WALK=-0.1187,TAKE=-0.1192,GET=-0.4095,PLAY=-0.4387,THROW=-0.7055
618,cnn_sup,4_2b_task3 24217-24667,GIVE,n,n,HOLD=0.6722,DROP=0.5509,EAT=0.3787,OPEN=0.3132,WASH=0.3007,GO=0.2782,GIVE=0.2182,PICK=0.0740,PUT=-0.0561,WALK=-0.1187,TAKE=-0.1192,GET=-0.4095,PLAY=-0.4387,THROW=-0.7055
619,rand,4_2b_task3 24217-24667,HOLD,y,y,,,,,,,,,,,,,,
620,spatial_unsup,4_2b_task3 24667-25117,OPEN,n,n,OPEN=0.8229,GET=0.7974,TAKE=0.7748,EAT=0.7703,PLAY=0.7459,PICK=0.7356,THROW=0.7356,PUT=0.7328,GO=0.7203,WALK=0.7058,HOLD=0.6921,WASH=0.6868,DROP=0.6559,GIVE=0.6318
621,cnn_unsup,4_2b_task3 24667-25117,WASH,y,y,WASH=0.9952,GET=0.9928,WALK=0.9919,EAT=0.9880,PUT=0.9880,GO=0.9875,PICK=0.9874,TAKE=0.9869,PLAY=0.9821,DROP=0.9819,THROW=0.9807,HOLD=0.9790,GIVE=0.9717,OPEN=0.9613
622,spatial_sup,4_2b_task3 24667-25117,EAT,n,n,EAT=0.5804,HOLD=0.3116,PUT=0.2880,OPEN=0.1985,PICK=0.1785,DROP=0.1349,GET=0.1163,GIVE=0.0438,WALK=-0.0016,TAKE=-0.1067,PLAY=-0.3128,WASH=-0.3282,GO=-0.3626,THROW=-0.4097
623,cnn_sup,4_2b_task3 24667-25117,TAKE,n,n,EAT=0.5804,HOLD=0.3116,PUT=0.2880,OPEN=0.1985,PICK=0.1785,DROP=0.1349,GET=0.1163,GIVE=0.0438,WALK=-0.0016,TAKE=-0.1067,PLAY=-0.3128,WASH=-0.3282,GO=-0.3626,THROW=-0.4097
624,rand,4_2b_task3 24667-25117,PUT,y,y,,,,,,,,,,,,,,
625,spatial_unsup,4_2b_task3 25117-25567,PLAY,n,n,PLAY=0.8785,DROP=0.8306,GO=0.8288,PICK=0.8141,EAT=0.8121,GET=0.8057,PUT=0.8037,WALK=0.7975,OPEN=0.7822,HOLD=0.7761,TAKE=0.7757,THROW=0.7752,WASH=0.7586,GIVE=0.6176
626,cnn_unsup,4_2b_task3 25117-25567,WASH,y,y,WASH=0.9968,GET=0.9939,WALK=0.9927,EAT=0.9902,GO=0.9901,PICK=0.9900,PUT=0.9897,TAKE=0.9895,DROP=0.9851,PLAY=0.9837,HOLD=0.9830,THROW=0.9824,GIVE=0.9759,OPEN=0.9668
627,spatial_sup,4_2b_task3 25117-25567,OPEN,n,n,OPEN=0.4634,DROP=0.4127,PICK=0.2300,GET=0.2231,GO=0.2082,HOLD=0.1033,EAT=0.0843,PUT=0.0426,WALK=0.0116,GIVE=-0.0186,WASH=-0.1706,PLAY=-0.1777,THROW=-0.4150,TAKE=-0.6749
628,cnn_sup,4_2b_task3 25117-25567,PUT,n,n,OPEN=0.4634,DROP=0.4127,PICK=0.2300,GET=0.2231,GO=0.2082,HOLD=0.1033,EAT=0.0843,PUT=0.0426,WALK=0.0116,GIVE=-0.0186,WASH=-0.1706,PLAY=-0.1777,THROW=-0.4150,TAKE=-0.6749
629,rand,4_2b_task3 25117-25567,PUT,n,n,,,,,,,,,,,,,,
630,spatial_unsup,4_2b_task3 25567-26017,OPEN,n,n,OPEN=0.7637,GET=0.7459,PLAY=0.7231,EAT=0.7222,TAKE=0.7155,PUT=0.6916,PICK=0.6915,GO=0.6811,THROW=0.6754,WALK=0.6534,HOLD=0.6374,WASH=0.6310,DROP=0.6250,GIVE=0.5581
631,cnn_unsup,4_2b_task3 25567-26017,WASH,/,y,WASH=0.9958,GET=0.9917,WALK=0.9894,PICK=0.9888,GO=0.9887,EAT=0.9886,PUT=0.9881,TAKE=0.9877,DROP=0.9852,HOLD=0.9819,PLAY=0.9803,THROW=0.9803,GIVE=0.9767,OPEN=0.9656
632,spatial_sup,4_2b_task3 25567-26017,EAT,n,n,EAT=0.5975,OPEN=0.4920,PICK=0.2279,HOLD=0.1784,GIVE=0.1528,PUT=0.0759,GET=0.0595,GO=0.0405,TAKE=-0.1741,THROW=-0.1815,PLAY=-0.2208,WALK=-0.3512,WASH=-0.3653,DROP=-0.4699
633,cnn_sup,4_2b_task3 25567-26017,TAKE,y,/,EAT=0.5975,OPEN=0.4920,PICK=0.2279,HOLD=0.1784,GIVE=0.1528,PUT=0.0759,GET=0.0595,GO=0.0405,TAKE=-0.1741,THROW=-0.1815,PLAY=-0.2208,WALK=-0.3512,WASH=-0.3653,DROP=-0.4699
634,rand,4_2b_task3 25567-26017,PUT,y,y,,,,,,,,,,,,,,
635,spatial_unsup,4_2b_task3 26017-26467,GO,n,n,GO=0.9245,DROP=0.9232,THROW=0.9218,PLAY=0.9163,WALK=0.9144,HOLD=0.9112,PICK=0.9111,EAT=0.9050,WASH=0.9029,GET=0.9016,TAKE=0.8951,OPEN=0.8933,PUT=0.8870,GIVE=0.8186
636,cnn_unsup,4_2b_task3 26017-26467,WASH,y,y,WASH=0.9967,GET=0.9939,WALK=0.9911,PICK=0.9909,GO=0.9907,PUT=0.9906,EAT=0.9901,TAKE=0.9899,DROP=0.9861,THROW=0.9847,PLAY=0.9840,HOLD=0.9826,GIVE=0.9793,OPEN=0.9678
637,spatial_sup,4_2b_task3 26017-26467,THROW,n,n,THROW=0.4245,OPEN=0.3512,PICK=0.3089,GET=0.2902,DROP=0.2723,GIVE=0.1665,TAKE=0.0640,HOLD=0.0523,EAT=-0.0748,PUT=-0.1334,WASH=-0.2491,GO=-0.2576,PLAY=-0.2600,WALK=-0.3093
638,cnn_sup,4_2b_task3 26017-26467,TAKE,y,y,THROW=0.4245,OPEN=0.3512,PICK=0.3089,GET=0.2902,DROP=0.2723,GIVE=0.1665,TAKE=0.0640,HOLD=0.0523,EAT=-0.0748,PUT=-0.1334,WASH=-0.2491,GO=-0.2576,PLAY=-0.2600,WALK=-0.3093
639,rand,4_2b_task3 26017-26467,GET,y,y,,,,,,,,,,,,,,
640,spatial_unsup,4_2b_task3 26467-26917,GIVE,n,n,GIVE=0.8110,PUT=0.7918,TAKE=0.7762,GET=0.7661,EAT=0.7625,PICK=0.7559,WASH=0.7540,OPEN=0.7372,HOLD=0.7326,GO=0.7311,THROW=0.7300,PLAY=0.7181,WALK=0.7085,DROP=0.6961
641,cnn_unsup,4_2b_task3 26467-26917,WASH,y,y,WASH=0.9944,GET=0.9906,PICK=0.9891,GO=0.9891,EAT=0.9880,PUT=0.9878,TAKE=0.9877,WALK=0.9872,DROP=0.9866,HOLD=0.9833,THROW=0.9804,GIVE=0.9803,PLAY=0.9801,OPEN=0.9690
642,spatial_sup,4_2b_task3 26467-26917,PUT,n,y,PUT=0.4240,DROP=0.3130,GIVE=0.2885,PICK=0.2706,TAKE=0.1227,EAT=0.0859,HOLD=0.0604,WALK=-0.0208,GET=-0.0547,PLAY=-0.0773,OPEN=-0.0995,THROW=-0.1240,WASH=-0.5199,GO=-0.6036
643,cnn_sup,4_2b_task3 26467-26917,PICK,n,n,PUT=0.4240,DROP=0.3130,GIVE=0.2885,PICK=0.2706,TAKE=0.1227,EAT=0.0859,HOLD=0.0604,WALK=-0.0208,GET=-0.0547,PLAY=-0.0773,OPEN=-0.0995,THROW=-0.1240,WASH=-0.5199,GO=-0.6036
644,rand,4_2b_task3 26467-26917,EAT,n,n,,,,,,,,,,,,,,
645,spatial_unsup,4_2b_task3 26917-27367,PLAY,n,n,PLAY=0.9887,EAT=0.9850,GO=0.9836,WALK=0.9816,PICK=0.9800,GET=0.9765,THROW=0.9763,TAKE=0.9729,HOLD=0.9726,OPEN=0.9714,DROP=0.9713,PUT=0.9636,WASH=0.9630,GIVE=0.8794
646,cnn_unsup,4_2b_task3 26917-27367,WASH,y,y,WASH=0.9946,GET=0.9906,WALK=0.9884,PICK=0.9874,GO=0.9873,EAT=0.9871,PUT=0.9867,TAKE=0.9862,DROP=0.9836,HOLD=0.9818,PLAY=0.9787,THROW=0.9785,GIVE=0.9759,OPEN=0.9641
647,spatial_sup,4_2b_task3 26917-27367,DROP,n,n,DROP=0.5500,PICK=0.4485,OPEN=0.2506,GIVE=0.1075,EAT=0.0772,HOLD=0.0549,WALK=0.0361,PUT=0.0262,PLAY=0.0258,GET=-0.0378,THROW=-0.0865,TAKE=-0.1253,GO=-0.3890,WASH=-0.4231
648,cnn_sup,4_2b_task3 26917-27367,PICK,y,y,DROP=0.5500,PICK=0.4485,OPEN=0.2506,GIVE=0.1075,EAT=0.0772,HOLD=0.0549,WALK=0.0361,PUT=0.0262,PLAY=0.0258,GET=-0.0378,THROW=-0.0865,TAKE=-0.1253,GO=-0.3890,WASH=-0.4231
649,rand,4_2b_task3 26917-27367,OPEN,n,n,,,,,,,,,,,,,,
650,spatial_unsup,4_2b_task3 27367-27817,GIVE,n,n,GIVE=0.8458,PUT=0.8252,TAKE=0.8020,GET=0.7977,WASH=0.7896,PICK=0.7890,EAT=0.7835,THROW=0.7712,GO=0.7702,HOLD=0.7661,OPEN=0.7534,PLAY=0.7448,DROP=0.7409,WALK=0.7354
651,cnn_unsup,4_2b_task3 27367-27817,WASH,y,y,WASH=0.9936,GET=0.9890,PICK=0.9868,GO=0.9862,WALK=0.9856,PUT=0.9855,EAT=0.9854,TAKE=0.9851,DROP=0.9833,HOLD=0.9788,THROW=0.9777,PLAY=0.9767,GIVE=0.9758,OPEN=0.9638
652,spatial_sup,4_2b_task3 27367-27817,HOLD,y,y,HOLD=0.4455,EAT=0.4221,GIVE=0.2855,OPEN=0.2796,PICK=0.2625,PUT=0.2594,DROP=0.1599,GET=0.0775,TAKE=-0.0410,WASH=-0.1340,WALK=-0.2156,GO=-0.2583,PLAY=-0.4199,THROW=-0.5913
653,cnn_sup,4_2b_task3 27367-27817,PICK,n,n,HOLD=0.4455,EAT=0.4221,GIVE=0.2855,OPEN=0.2796,PICK=0.2625,PUT=0.2594,DROP=0.1599,GET=0.0775,TAKE=-0.0410,WASH=-0.1340,WALK=-0.2156,GO=-0.2583,PLAY=-0.4199,THROW=-0.5913
654,rand,4_2b_task3 27367-27817,THROW,n,n,,,,,,,,,,,,,,
655,spatial_unsup,4_2b_task3 27817-28267,THROW,n,n,THROW=0.0079,PLAY=0.0068,WALK=0.0067,PUT=0.0065,GET=0.0055,EAT=0.0052,WASH=0.0051,GO=0.0048,TAKE=0.0038,PICK=0.0033,DROP=0.0032,OPEN=0.0031,GIVE=0.0027,HOLD=0.0016
656,cnn_unsup,4_2b_task3 27817-28267,WASH,y,y,WASH=0.9933,GET=0.9869,EAT=0.9848,PICK=0.9847,GO=0.9846,PUT=0.9846,TAKE=0.9834,WALK=0.9822,DROP=0.9809,THROW=0.9776,HOLD=0.9775,PLAY=0.9752,GIVE=0.9749,OPEN=0.9625
657,spatial_sup,4_2b_task3 27817-28267,EAT,n,n,EAT=0.5439,WASH=0.4958,GO=0.2424,PLAY=0.1036,OPEN=0.0654,GET=0.0058,HOLD=-0.0412,TAKE=-0.0587,PUT=-0.0671,GIVE=-0.0884,THROW=-0.0910,WALK=-0.0990,DROP=-0.3060,PICK=-0.5757
658,cnn_sup,4_2b_task3 27817-28267,GO,n,n,EAT=0.5439,WASH=0.4958,GO=0.2424,PLAY=0.1036,OPEN=0.0654,GET=0.0058,HOLD=-0.0412,TAKE=-0.0587,PUT=-0.0671,GIVE=-0.0884,THROW=-0.0910,WALK=-0.0990,DROP=-0.3060,PICK=-0.5757
659,rand,4_2b_task3 27817-28267,GIVE,n,n,,,,,,,,,,,,,,
660,spatial_unsup,4_2b_task3 28267-28717,THROW,n,n,THROW=0.0079,PLAY=0.0069,WALK=0.0068,PUT=0.0065,GET=0.0056,EAT=0.0052,WASH=0.0051,GO=0.0048,TAKE=0.0038,PICK=0.0033,DROP=0.0032,OPEN=0.0031,GIVE=0.0025,HOLD=0.0017
661,cnn_unsup,4_2b_task3 28267-28717,WASH,n,n,WASH=0.9958,GET=0.9944,WALK=0.9929,PUT=0.9906,PICK=0.9899,GO=0.9895,EAT=0.9894,TAKE=0.9889,THROW=0.9855,PLAY=0.9848,DROP=0.9840,HOLD=0.9802,GIVE=0.9773,OPEN=0.9640
662,spatial_sup,4_2b_task3 28267-28717,EAT,n,n,EAT=0.4505,WASH=0.3763,PLAY=0.2419,GO=0.2155,GET=0.1625,OPEN=0.0791,THROW=0.0531,PUT=-0.0370,GIVE=-0.0858,TAKE=-0.0977,WALK=-0.1544,HOLD=-0.2434,DROP=-0.4215,PICK=-0.6091
663,cnn_sup,4_2b_task3 28267-28717,GO,y,n,EAT=0.4505,WASH=0.3763,PLAY=0.2419,GO=0.2155,GET=0.1625,OPEN=0.0791,THROW=0.0531,PUT=-0.0370,GIVE=-0.0858,TAKE=-0.0977,WALK=-0.1544,HOLD=-0.2434,DROP=-0.4215,PICK=-0.6091
664,rand,4_2b_task3 28267-28717,THROW,n,n,,,,,,,,,,,,,,
665,spatial_unsup,4_2b_task3 28717-29167,THROW,n,n,THROW=0.0076,WALK=0.0072,PLAY=0.0070,PUT=0.0064,GET=0.0059,WASH=0.0055,EAT=0.0052,GO=0.0050,TAKE=0.0038,PICK=0.0035,DROP=0.0034,OPEN=0.0031,HOLD=0.0018,GIVE=0.0016
666,cnn_unsup,4_2b_task3 28717-29167,GET,n,n,GET=0.9951,WALK=0.9936,PUT=0.9925,GO=0.9925,PLAY=0.9922,PICK=0.9918,THROW=0.9917,TAKE=0.9916,WASH=0.9914,EAT=0.9903,DROP=0.9862,GIVE=0.9849,HOLD=0.9834,OPEN=0.9732
667,spatial_sup,4_2b_task3 28717-29167,PLAY,n,n,PLAY=0.5384,GO=0.4079,WALK=0.2684,PUT=0.1497,WASH=0.0420,GET=0.0076,DROP=0.0074,GIVE=-0.1872,THROW=-0.2504,OPEN=-0.2520,EAT=-0.2955,TAKE=-0.3519,HOLD=-0.4190,PICK=-0.4541
668,cnn_sup,4_2b_task3 28717-29167,PUT,n,n,PLAY=0.5384,GO=0.4079,WALK=0.2684,PUT=0.1497,WASH=0.0420,GET=0.0076,DROP=0.0074,GIVE=-0.1872,THROW=-0.2504,OPEN=-0.2520,EAT=-0.2955,TAKE=-0.3519,HOLD=-0.4190,PICK=-0.4541
669,rand,4_2b_task3 28717-29167,GO,y,y,,,,,,,,,,,,,,
670,spatial_unsup,4_2b_task4 29523-29973,WALK,n,n,WALK=0.0083,GET=0.0067,PLAY=0.0062,WASH=0.0061,THROW=0.0060,PUT=0.0059,GO=0.0049,EAT=0.0047,TAKE=0.0040,PICK=0.0034,DROP=0.0030,OPEN=0.0029,HOLD=0.0020,GIVE=-0.0013
671,cnn_unsup,4_2b_task4 29523-29973,GO,n,y,GO=0.9931,TAKE=0.9924,EAT=0.9917,PUT=0.9912,PICK=0.9908,PLAY=0.9907,HOLD=0.9904,GET=0.9900,THROW=0.9891,DROP=0.9881,WASH=0.9876,WALK=0.9875,GIVE=0.9849,OPEN=0.9796
672,spatial_sup,4_2b_task4 29523-29973,WALK,n,n,WALK=0.7714,PUT=0.2644,EAT=0.2090,WASH=0.1195,PLAY=0.0859,DROP=0.0416,THROW=-0.0376,GO=-0.1469,GET=-0.1511,HOLD=-0.1787,PICK=-0.2488,TAKE=-0.3384,GIVE=-0.4991,OPEN=-0.5453
673,cnn_sup,4_2b_task4 29523-29973,THROW,n,n,WALK=0.7714,PUT=0.2644,EAT=0.2090,WASH=0.1195,PLAY=0.0859,DROP=0.0416,THROW=-0.0376,GO=-0.1469,GET=-0.1511,HOLD=-0.1787,PICK=-0.2488,TAKE=-0.3384,GIVE=-0.4991,OPEN=-0.5453
674,rand,4_2b_task4 29523-29973,HOLD,n,n,,,,,,,,,,,,,,
675,spatial_unsup,4_2b_task4 29973-30423,WALK,n,n,WALK=0.8702,HOLD=0.8572,DROP=0.8529,WASH=0.8370,THROW=0.8210,GO=0.8205,PICK=0.8125,PUT=0.7917,EAT=0.7912,PLAY=0.7892,TAKE=0.7860,GET=0.7622,GIVE=0.7609,OPEN=0.7217
676,cnn_unsup,4_2b_task4 29973-30423,GO,n,n,GO=0.9950,TAKE=0.9948,EAT=0.9939,HOLD=0.9935,PUT=0.9933,PICK=0.9933,PLAY=0.9926,DROP=0.9923,THROW=0.9918,GET=0.9899,GIVE=0.9888,WASH=0.9878,OPEN=0.9867,WALK=0.9863
677,spatial_sup,4_2b_task4 29973-30423,HOLD,y,y,HOLD=0.6425,GO=0.4943,WASH=0.3653,OPEN=0.3334,DROP=0.2925,PICK=0.2862,WALK=0.2585,EAT=0.0853,TAKE=-0.0533,GET=-0.1214,PLAY=-0.3698,THROW=-0.3974,GIVE=-0.4484,PUT=-0.6173
678,cnn_sup,4_2b_task4 29973-30423,TAKE,y,y,HOLD=0.6425,GO=0.4943,WASH=0.3653,OPEN=0.3334,DROP=0.2925,PICK=0.2862,WALK=0.2585,EAT=0.0853,TAKE=-0.0533,GET=-0.1214,PLAY=-0.3698,THROW=-0.3974,GIVE=-0.4484,PUT=-0.6173
679,rand,4_2b_task4 29973-30423,GO,n,n,,,,,,,,,,,,,,
680,spatial_unsup,4_2b_task4 30423-30873,GIVE,n,n,GIVE=0.8653,TAKE=0.8235,WASH=0.8182,OPEN=0.8115,THROW=0.8103,EAT=0.8039,GET=0.8007,HOLD=0.8001,PUT=0.7935,PICK=0.7911,WALK=0.7800,GO=0.7754,DROP=0.7417,PLAY=0.7362
681,cnn_unsup,4_2b_task4 30423-30873,GO,n,n,GO=0.9946,TAKE=0.9940,PLAY=0.9935,PUT=0.9935,EAT=0.9933,GET=0.9926,PICK=0.9925,THROW=0.9922,WALK=0.9906,HOLD=0.9897,WASH=0.9895,DROP=0.9891,GIVE=0.9859,OPEN=0.9795
682,spatial_sup,4_2b_task4 30423-30873,WALK,n,n,WALK=0.3650,EAT=0.3470,HOLD=0.2691,PUT=0.2294,GO=0.1988,GET=0.1499,DROP=0.0401,OPEN=0.0316,PICK=-0.0182,WASH=-0.0288,GIVE=-0.3437,THROW=-0.3667,PLAY=-0.4954,TAKE=-0.5819
683,cnn_sup,4_2b_task4 30423-30873,WASH,n,n,WALK=0.3650,EAT=0.3470,HOLD=0.2691,PUT=0.2294,GO=0.1988,GET=0.1499,DROP=0.0401,OPEN=0.0316,PICK=-0.0182,WASH=-0.0288,GIVE=-0.3437,THROW=-0.3667,PLAY=-0.4954,TAKE=-0.5819
684,rand,4_2b_task4 30423-30873,PLAY,n,/,,,,,,,,,,,,,,
685,spatial_unsup,4_2b_task4 30873-31323,DROP,n,n,DROP=0.8912,WASH=0.8617,HOLD=0.8579,GO=0.8518,PUT=0.8503,PICK=0.8411,WALK=0.8406,GIVE=0.8358,PLAY=0.8225,THROW=0.8189,EAT=0.8019,TAKE=0.7920,GET=0.7779,OPEN=0.7029
686,cnn_unsup,4_2b_task4 30873-31323,GO,y,y,GO=0.9956,PUT=0.9955,EAT=0.9951,TAKE=0.9949,GET=0.9949,THROW=0.9948,PLAY=0.9945,PICK=0.9938,WASH=0.9937,WALK=0.9925,DROP=0.9892,HOLD=0.9884,GIVE=0.9871,OPEN=0.9790
687,spatial_sup,4_2b_task4 30873-31323,THROW,n,n,THROW=0.5622,PLAY=0.4459,WALK=0.3026,PUT=0.2194,GET=0.1808,DROP=0.1147,PICK=0.0810,GIVE=-0.0235,TAKE=-0.2053,WASH=-0.2121,GO=-0.3098,OPEN=-0.4580,HOLD=-0.7384,EAT=-0.7962
688,cnn_sup,4_2b_task4 30873-31323,TAKE,y,y,THROW=0.5622,PLAY=0.4459,WALK=0.3026,PUT=0.2194,GET=0.1808,DROP=0.1147,PICK=0.0810,GIVE=-0.0235,TAKE=-0.2053,WASH=-0.2121,GO=-0.3098,OPEN=-0.4580,HOLD=-0.7384,EAT=-0.7962
689,rand,4_2b_task4 30873-31323,TAKE,y,y,,,,,,,,,,,,,,
690,spatial_unsup,4_2b_task4 31323-31773,GIVE,n,n,GIVE=0.8634,WASH=0.7711,HOLD=0.7541,TAKE=0.7408,THROW=0.7304,PUT=0.7299,WALK=0.7265,PICK=0.7130,EAT=0.7078,GET=0.6923,GO=0.6887,DROP=0.6783,OPEN=0.6659,PLAY=0.6180
691,cnn_unsup,4_2b_task4 31323-31773,GO,y,y,GO=0.9889,TAKE=0.9882,EAT=0.9876,GET=0.9871,PUT=0.9865,PLAY=0.9863,PICK=0.9862,WALK=0.9857,HOLD=0.9852,WASH=0.9851,THROW=0.9830,DROP=0.9823,GIVE=0.9764,OPEN=0.9725
692,spatial_sup,4_2b_task4 31323-31773,WASH,n,n,WASH=0.7454,GET=0.5706,PICK=0.3680,HOLD=0.3481,TAKE=0.2134,WALK=0.1759,OPEN=0.0385,DROP=-0.1070,EAT=-0.1118,GIVE=-0.2619,GO=-0.2976,PLAY=-0.3276,PUT=-0.3351,THROW=-0.4119
