,model,clip,predicted,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
767,spatial_with_names_sup,4_2b_task2 17648-18098,PICK,PICK=0.6978,HOLD=0.3806,WASH=0.3393,GO=0.1876,TAKE=0.1587,PLAY=0.1507,OPEN=0.1347,GET=0.1292,WALK=0.1140,EAT=-0.1286,DROP=-0.2727,THROW=-0.3205,GIVE=-0.4312,PUT=-0.8098
764,spatial_with_names_unsup,4_2b_task2 17648-18098,OPEN,OPEN=0.9536,THROW=0.9362,GET=0.9346,TAKE=0.9327,EAT=0.9055,WALK=0.8919,HOLD=0.8896,PICK=0.8878,WASH=0.8848,GO=0.8784,PUT=0.8673,GIVE=0.8530,PLAY=0.8439,DROP=0.8276
769,rand,4_2b_task2 17648-18098,PLAY,,,,,,,,,,,,,,
763,spatial_unsup,4_2b_task2 17648-18098,OPEN,OPEN=0.9536,THROW=0.9362,GET=0.9346,TAKE=0.9327,EAT=0.9055,WALK=0.8919,HOLD=0.8896,PICK=0.8878,WASH=0.8848,GO=0.8784,PUT=0.8673,GIVE=0.8530,PLAY=0.8439,DROP=0.8276
768,cnn_sup,4_2b_task2 17648-18098,DROP,DROP=0.7336,TAKE=0.4985,OPEN=0.3599,PLAY=0.3591,THROW=0.2700,GET=0.0479,PICK=0.0147,EAT=-0.0088,WASH=-0.0244,HOLD=-0.0334,WALK=-0.1540,GO=-0.2891,PUT=-0.3566,GIVE=-0.8006
765,cnn_unsup,4_2b_task2 17648-18098,PLAY,PLAY=0.9910,HOLD=0.9907,GO=0.9904,TAKE=0.9903,OPEN=0.9900,EAT=0.9900,DROP=0.9894,PICK=0.9889,PUT=0.9887,THROW=0.9874,GET=0.9858,GIVE=0.9858,WASH=0.9829,WALK=0.9826
766,spatial_sup,4_2b_task2 17648-18098,OPEN,OPEN=0.6826,PICK=0.4785,GET=0.4142,PLAY=0.3422,WASH=0.2803,GO=0.1366,HOLD=0.0673,TAKE=0.0356,DROP=-0.0178,EAT=-0.0777,WALK=-0.1015,GIVE=-0.2726,THROW=-0.2977,PUT=-0.8178
773,spatial_sup,4_2b_task2 18098-18548,GO,GO=0.6910,GIVE=0.6240,OPEN=0.5544,DROP=0.2250,HOLD=0.1809,PUT=0.0322,PICK=-0.0234,EAT=-0.0411,PLAY=-0.0901,WASH=-0.2441,THROW=-0.2609,TAKE=-0.2668,GET=-0.3799,WALK=-0.6880
774,spatial_with_names_sup,4_2b_task2 18098-18548,GIVE,GIVE=0.6757,GO=0.6544,DROP=0.3410,HOLD=0.1242,PUT=0.0018,PLAY=-0.0235,EAT=-0.0489,WASH=-0.0615,OPEN=-0.0865,TAKE=-0.1388,PICK=-0.1763,THROW=-0.1987,GET=-0.3201,WALK=-0.7090
775,cnn_sup,4_2b_task2 18098-18548,THROW,THROW=0.4584,PLAY=0.3872,GET=0.3294,OPEN=0.3155,DROP=0.2887,PUT=0.1874,GO=0.1726,WASH=0.0978,GIVE=0.0450,TAKE=0.0116,HOLD=-0.3218,PICK=-0.4148,WALK=-0.4456,EAT=-0.5435
771,spatial_with_names_unsup,4_2b_task2 18098-18548,PUT,PUT=0.9941,DROP=0.9902,PICK=0.9889,GO=0.9884,WASH=0.9843,PLAY=0.9841,HOLD=0.9835,EAT=0.9797,WALK=0.9778,TAKE=0.9687,THROW=0.9650,GET=0.9627,GIVE=0.9414,OPEN=0.9251
776,rand,4_2b_task2 18098-18548,GET,,,,,,,,,,,,,,
772,cnn_unsup,4_2b_task2 18098-18548,PLAY,PLAY=0.9944,GO=0.9935,TAKE=0.9932,PICK=0.9929,PUT=0.9924,EAT=0.9922,DROP=0.9922,GET=0.9917,THROW=0.9911,HOLD=0.9897,WALK=0.9888,OPEN=0.9887,GIVE=0.9879,WASH=0.9877
770,spatial_unsup,4_2b_task2 18098-18548,PUT,PUT=0.9941,DROP=0.9902,PICK=0.9889,GO=0.9884,WASH=0.9843,PLAY=0.9841,HOLD=0.9835,EAT=0.9797,WALK=0.9778,TAKE=0.9687,THROW=0.9650,GET=0.9627,GIVE=0.9414,OPEN=0.9251
780,spatial_sup,4_2b_task3 18817-19267,WALK,WALK=0.4895,DROP=0.4473,PICK=0.2149,PLAY=0.1455,THROW=0.1160,PUT=0.0699,GO=-0.0384,GET=-0.0612,TAKE=-0.0708,HOLD=-0.1666,GIVE=-0.2234,WASH=-0.2984,OPEN=-0.4094,EAT=-0.7510
778,spatial_with_names_unsup,4_2b_task3 18817-19267,DROP,DROP=0.9647,PLAY=0.9522,GO=0.9430,WALK=0.9389,PICK=0.9288,HOLD=0.9282,PUT=0.9165,WASH=0.9137,EAT=0.9120,THROW=0.9061,GET=0.8906,TAKE=0.8868,OPEN=0.8502,GIVE=0.8063
783,rand,4_2b_task3 18817-19267,EAT,,,,,,,,,,,,,,
777,spatial_unsup,4_2b_task3 18817-19267,DROP,DROP=0.9647,PLAY=0.9522,GO=0.9430,WALK=0.9390,PICK=0.9288,HOLD=0.9282,PUT=0.9165,WASH=0.9137,EAT=0.9120,THROW=0.9061,GET=0.8906,TAKE=0.8868,OPEN=0.8502,GIVE=0.8063
782,cnn_sup,4_2b_task3 18817-19267,GET,GET=0.5615,THROW=0.4550,PICK=0.3169,WASH=0.3005,PLAY=0.2842,TAKE=0.2205,PUT=0.0370,HOLD=0.0354,DROP=-0.0121,OPEN=-0.0922,WALK=-0.1872,EAT=-0.3267,GIVE=-0.4688,GO=-0.6599
781,spatial_with_names_sup,4_2b_task3 18817-19267,WALK,WALK=0.5121,DROP=0.4092,PICK=0.3063,THROW=0.2217,WASH=0.2171,TAKE=0.0988,EAT=0.0126,PLAY=-0.0525,HOLD=-0.1426,GO=-0.2321,PUT=-0.2379,OPEN=-0.3206,GET=-0.3690,GIVE=-0.3881
779,cnn_unsup,4_2b_task3 18817-19267,GO,GO=0.9950,PLAY=0.9949,TAKE=0.9944,EAT=0.9941,PUT=0.9939,PICK=0.9931,GET=0.9928,THROW=0.9925,HOLD=0.9914,DROP=0.9912,WASH=0.9902,WALK=0.9895,GIVE=0.9879,OPEN=0.9859
786,cnn_unsup,4_2b_task3 19267-19717,GO,GO=0.9973,TAKE=0.9969,PUT=0.9967,EAT=0.9965,PICK=0.9965,GET=0.9956,PLAY=0.9950,WASH=0.9948,THROW=0.9947,DROP=0.9942,WALK=0.9921,HOLD=0.9909,GIVE=0.9893,OPEN=0.9854
790,rand,4_2b_task3 19267-19717,WASH,,,,,,,,,,,,,,
787,spatial_sup,4_2b_task3 19267-19717,TAKE,TAKE=0.5233,HOLD=0.4229,PICK=0.2148,GIVE=0.1563,THROW=0.0897,WALK=0.0439,PUT=0.0427,WASH=0.0303,DROP=-0.0091,GO=-0.0261,EAT=-0.2982,OPEN=-0.3989,PLAY=-0.4195,GET=-0.4896
784,spatial_unsup,4_2b_task3 19267-19717,PUT,PUT=0.9078,PLAY=0.8936,DROP=0.8818,PICK=0.8813,GO=0.8784,GIVE=0.8746,EAT=0.8730,WASH=0.8723,HOLD=0.8530,TAKE=0.8493,GET=0.8441,WALK=0.8296,THROW=0.8232,OPEN=0.8054
789,cnn_sup,4_2b_task3 19267-19717,PUT,PUT=0.6254,GET=0.3931,GIVE=0.3127,OPEN=0.2634,WASH=0.1889,THROW=0.0914,PLAY=0.0657,GO=0.0585,TAKE=0.0023,DROP=-0.0985,WALK=-0.2135,EAT=-0.3563,HOLD=-0.4698,PICK=-0.5620
785,spatial_with_names_unsup,4_2b_task3 19267-19717,PUT,PUT=0.9078,PLAY=0.8936,DROP=0.8818,PICK=0.8813,GO=0.8784,GIVE=0.8746,EAT=0.8730,WASH=0.8723,HOLD=0.8530,TAKE=0.8493,GET=0.8441,WALK=0.8296,THROW=0.8232,OPEN=0.8054
788,spatial_with_names_sup,4_2b_task3 19267-19717,PICK,PICK=0.5428,TAKE=0.4125,HOLD=0.2927,WASH=0.2546,THROW=0.1831,EAT=0.1794,GIVE=0.1259,DROP=0.0447,GO=-0.0969,WALK=-0.1526,PUT=-0.2569,OPEN=-0.2772,PLAY=-0.4414,GET=-0.6302
792,spatial_with_names_unsup,4_2b_task3 19717-20167,GIVE,GIVE=0.7949,PUT=0.7226,TAKE=0.6983,WASH=0.6925,GET=0.6785,PICK=0.6764,EAT=0.6755,HOLD=0.6617,THROW=0.6530,GO=0.6482,OPEN=0.6386,WALK=0.6243,DROP=0.6181,PLAY=0.6166
797,rand,4_2b_task3 19717-20167,WASH,,,,,,,,,,,,,,
794,spatial_sup,4_2b_task3 19717-20167,PUT,PUT=0.7593,THROW=0.6639,GIVE=0.3136,PLAY=-0.0067,WALK=-0.0582,GET=-0.0707,EAT=-0.1007,DROP=-0.1008,TAKE=-0.1266,GO=-0.3111,PICK=-0.3782,OPEN=-0.5045,HOLD=-0.5075,WASH=-0.5435
793,cnn_unsup,4_2b_task3 19717-20167,GET,GET=0.9950,WASH=0.9940,WALK=0.9930,GO=0.9922,PUT=0.9918,PICK=0.9912,TAKE=0.9911,EAT=0.9905,PLAY=0.9890,THROW=0.9887,DROP=0.9851,HOLD=0.9831,GIVE=0.9815,OPEN=0.9691
796,cnn_sup,4_2b_task3 19717-20167,GIVE,GIVE=0.6428,GO=0.2985,PUT=0.2800,THROW=0.2303,PICK=0.1971,HOLD=0.0386,OPEN=-0.0941,GET=-0.1175,PLAY=-0.1215,WASH=-0.1573,WALK=-0.2398,TAKE=-0.2984,DROP=-0.3141,EAT=-0.7583
795,spatial_with_names_sup,4_2b_task3 19717-20167,PUT,PUT=0.6777,THROW=0.5519,GIVE=0.3407,EAT=0.1044,WALK=0.0118,DROP=-0.0869,TAKE=-0.1022,PLAY=-0.1213,OPEN=-0.1430,WASH=-0.2676,PICK=-0.2909,GO=-0.3197,GET=-0.4243,HOLD=-0.4630
791,spatial_unsup,4_2b_task3 19717-20167,GIVE,GIVE=0.7949,PUT=0.7226,TAKE=0.6983,WASH=0.6925,GET=0.6785,PICK=0.6764,EAT=0.6755,HOLD=0.6617,THROW=0.6530,GO=0.6482,OPEN=0.6386,WALK=0.6243,DROP=0.6181,PLAY=0.6166
802,spatial_with_names_sup,4_2b_task3 20167-20617,PUT,PUT=0.3631,THROW=0.3018,GIVE=0.2393,PICK=0.1873,HOLD=0.1313,WALK=0.0780,WASH=0.0647,GET=0.0059,GO=0.0035,TAKE=-0.0695,DROP=-0.0946,OPEN=-0.1406,EAT=-0.4263,PLAY=-0.6191
803,cnn_sup,4_2b_task3 20167-20617,TAKE,TAKE=0.6883,DROP=0.4180,WASH=0.2778,GET=0.2485,EAT=0.1937,GO=0.1095,PLAY=-0.0063,OPEN=-0.0584,PUT=-0.1195,HOLD=-0.1506,GIVE=-0.1644,WALK=-0.2941,THROW=-0.3765,PICK=-0.4972
798,spatial_unsup,4_2b_task3 20167-20617,PUT,PUT=0.9380,DROP=0.9250,PLAY=0.9143,PICK=0.9128,WASH=0.9116,GO=0.9108,GIVE=0.9045,HOLD=0.8983,EAT=0.8956,WALK=0.8787,TAKE=0.8759,GET=0.8657,THROW=0.8597,OPEN=0.8100
801,spatial_sup,4_2b_task3 20167-20617,THROW,THROW=0.3197,GIVE=0.2459,TAKE=0.2435,HOLD=0.2427,PUT=0.1932,PICK=0.1668,GO=0.1069,DROP=0.0599,WALK=-0.0378,WASH=-0.2891,OPEN=-0.3251,EAT=-0.3618,PLAY=-0.4165,GET=-0.5134
799,spatial_with_names_unsup,4_2b_task3 20167-20617,PUT,PUT=0.9380,DROP=0.9250,PLAY=0.9143,PICK=0.9128,WASH=0.9116,GO=0.9108,GIVE=0.9045,HOLD=0.8983,EAT=0.8956,WALK=0.8787,TAKE=0.8759,GET=0.8657,THROW=0.8597,OPEN=0.8100
804,rand,4_2b_task3 20167-20617,GO,,,,,,,,,,,,,,
800,cnn_unsup,4_2b_task3 20167-20617,GET,GET=0.9947,WALK=0.9942,GO=0.9929,PUT=0.9926,TAKE=0.9925,PLAY=0.9923,PICK=0.9918,EAT=0.9916,WASH=0.9916,THROW=0.9907,DROP=0.9861,HOLD=0.9831,GIVE=0.9800,OPEN=0.9720
805,spatial_unsup,4_2b_task3 20617-21067,GIVE,GIVE=0.7894,PUT=0.7249,TAKE=0.6953,WASH=0.6920,PICK=0.6777,GET=0.6767,EAT=0.6750,HOLD=0.6618,THROW=0.6507,GO=0.6507,OPEN=0.6327,WALK=0.6252,DROP=0.6237,PLAY=0.6219
808,spatial_sup,4_2b_task3 20617-21067,TAKE,TAKE=0.5170,PUT=0.4966,THROW=0.3140,GIVE=0.2247,EAT=0.0634,DROP=0.0480,HOLD=0.0019,GET=-0.0917,PLAY=-0.1140,WALK=-0.1423,GO=-0.3135,WASH=-0.3593,OPEN=-0.4733,PICK=-0.4888
809,spatial_with_names_sup,4_2b_task3 20617-21067,PUT,PUT=0.7643,GET=0.3484,GIVE=0.3071,DROP=0.1478,WALK=0.1065,THROW=0.1049,OPEN=-0.0350,TAKE=-0.0541,HOLD=-0.0573,WASH=-0.1121,EAT=-0.2479,PICK=-0.3193,PLAY=-0.3327,GO=-0.4510
811,rand,4_2b_task3 20617-21067,WASH,,,,,,,,,,,,,,
806,spatial_with_names_unsup,4_2b_task3 20617-21067,GIVE,GIVE=0.7895,PUT=0.7249,TAKE=0.6953,WASH=0.6920,PICK=0.6778,GET=0.6767,EAT=0.6750,HOLD=0.6618,THROW=0.6508,GO=0.6507,OPEN=0.6328,WALK=0.6253,DROP=0.6238,PLAY=0.6219
807,cnn_unsup,4_2b_task3 20617-21067,GET,GET=0.9933,GO=0.9921,WASH=0.9913,PUT=0.9911,TAKE=0.9908,WALK=0.9907,PICK=0.9906,PLAY=0.9899,EAT=0.9897,THROW=0.9897,DROP=0.9849,GIVE=0.9830,HOLD=0.9823,OPEN=0.9722
810,cnn_sup,4_2b_task3 20617-21067,THROW,THROW=0.3721,PUT=0.3638,WASH=0.2729,OPEN=0.1781,TAKE=0.1731,GET=0.1524,DROP=0.0989,WALK=0.0846,HOLD=0.0799,GIVE=0.0569,GO=0.0454,PLAY=-0.2844,PICK=-0.3930,EAT=-0.6986
816,spatial_with_names_sup,4_2b_task3 21067-21517,GIVE,GIVE=0.5199,PICK=0.4583,TAKE=0.4094,HOLD=0.3199,WASH=0.2559,THROW=0.1595,DROP=0.0878,GO=0.0518,OPEN=0.0340,GET=-0.1716,EAT=-0.2542,PLAY=-0.2577,PUT=-0.2895,WALK=-0.6386
817,cnn_sup,4_2b_task3 21067-21517,EAT,EAT=0.5600,TAKE=0.5482,GO=0.3081,GIVE=0.1663,GET=0.1438,HOLD=0.1035,DROP=0.0106,WASH=-0.0045,OPEN=-0.0678,WALK=-0.2335,THROW=-0.2460,PUT=-0.3302,PICK=-0.4206,PLAY=-0.5149
813,spatial_with_names_unsup,4_2b_task3 21067-21517,GIVE,GIVE=0.8992,PUT=0.8646,TAKE=0.8427,WASH=0.8357,GET=0.8312,EAT=0.8302,PICK=0.8301,GO=0.8102,HOLD=0.8095,THROW=0.8067,OPEN=0.7988,PLAY=0.7891,DROP=0.7815,WALK=0.7771
818,rand,4_2b_task3 21067-21517,OPEN,,,,,,,,,,,,,,
814,cnn_unsup,4_2b_task3 21067-21517,GET,GET=0.9951,GO=0.9941,WASH=0.9941,WALK=0.9939,TAKE=0.9935,PUT=0.9932,PICK=0.9931,EAT=0.9928,PLAY=0.9911,THROW=0.9905,DROP=0.9876,HOLD=0.9844,GIVE=0.9814,OPEN=0.9732
815,spatial_sup,4_2b_task3 21067-21517,TAKE,TAKE=0.5469,GIVE=0.4149,PICK=0.3382,HOLD=0.3228,WASH=0.2016,THROW=0.1685,GO=0.0895,OPEN=0.0670,DROP=-0.0933,PLAY=-0.2716,PUT=-0.2728,GET=-0.2770,EAT=-0.3941,WALK=-0.4357
812,spatial_unsup,4_2b_task3 21067-21517,GIVE,GIVE=0.8992,PUT=0.8646,TAKE=0.8427,WASH=0.8357,GET=0.8312,EAT=0.8302,PICK=0.8301,GO=0.8102,HOLD=0.8095,THROW=0.8067,OPEN=0.7988,PLAY=0.7891,DROP=0.7815,WALK=0.7771
825,rand,4_2b_task3 21517-21967,PICK,,,,,,,,,,,,,,
823,spatial_with_names_sup,4_2b_task3 21517-21967,GIVE,GIVE=0.7384,PUT=0.5795,DROP=0.4817,HOLD=0.2137,GO=0.0188,OPEN=0.0160,TAKE=-0.0662,GET=-0.0913,EAT=-0.0955,WASH=-0.1137,THROW=-0.1771,PICK=-0.3052,PLAY=-0.3499,WALK=-0.4484
822,spatial_sup,4_2b_task3 21517-21967,GIVE,GIVE=0.5812,PUT=0.4173,DROP=0.2391,TAKE=0.1943,GO=0.1855,HOLD=0.1763,EAT=0.1156,OPEN=0.0456,THROW=-0.0998,GET=-0.1690,PLAY=-0.1967,WASH=-0.2510,PICK=-0.4867,WALK=-0.5876
820,spatial_with_names_unsup,4_2b_task3 21517-21967,GIVE,GIVE=0.5784,OPEN=0.5112,TAKE=0.5083,GET=0.4910,THROW=0.4762,EAT=0.4664,WASH=0.4661,PUT=0.4630,PICK=0.4428,HOLD=0.4379,GO=0.4135,WALK=0.4092,PLAY=0.3666,DROP=0.3515
819,spatial_unsup,4_2b_task3 21517-21967,GIVE,GIVE=0.5772,OPEN=0.5102,TAKE=0.5071,GET=0.4902,THROW=0.4752,WASH=0.4652,EAT=0.4650,PUT=0.4620,PICK=0.4418,HOLD=0.4370,GO=0.4126,WALK=0.4081,PLAY=0.3660,DROP=0.3508
821,cnn_unsup,4_2b_task3 21517-21967,GET,GET=0.9962,WALK=0.9950,GO=0.9941,PUT=0.9938,PLAY=0.9938,TAKE=0.9934,PICK=0.9934,WASH=0.9927,THROW=0.9923,EAT=0.9923,DROP=0.9881,HOLD=0.9851,GIVE=0.9845,OPEN=0.9756
824,cnn_sup,4_2b_task3 21517-21967,PUT,PUT=0.6298,WALK=0.3658,OPEN=0.2853,PLAY=0.2349,WASH=0.1564,GIVE=0.1155,THROW=0.0659,GO=0.0434,DROP=-0.0031,GET=-0.0940,HOLD=-0.2676,PICK=-0.3121,EAT=-0.4671,TAKE=-0.5183
826,spatial_unsup,4_2b_task3 21967-22417,OPEN,OPEN=0.9591,GET=0.9410,THROW=0.9254,TAKE=0.9184,EAT=0.9091,GO=0.8921,PICK=0.8913,WALK=0.8906,PLAY=0.8893,HOLD=0.8737,PUT=0.8633,WASH=0.8583,DROP=0.8459,GIVE=0.7627
829,spatial_sup,4_2b_task3 21967-22417,GET,GET=0.4555,WASH=0.3766,PLAY=0.3624,TAKE=0.3556,THROW=0.3319,PICK=0.2052,WALK=0.0868,OPEN=0.0478,GO=-0.0609,HOLD=-0.2476,EAT=-0.3170,GIVE=-0.4156,DROP=-0.5843,PUT=-0.6368
831,cnn_sup,4_2b_task3 21967-22417,WALK,WALK=0.5108,EAT=0.4524,WASH=0.3239,GO=0.2797,HOLD=0.1112,TAKE=0.0774,GIVE=0.0184,OPEN=-0.0619,GET=-0.1241,PICK=-0.1611,DROP=-0.2044,PUT=-0.2266,PLAY=-0.5638,THROW=-0.5710
827,spatial_with_names_unsup,4_2b_task3 21967-22417,OPEN,OPEN=0.9591,GET=0.9410,THROW=0.9254,TAKE=0.9184,EAT=0.9091,GO=0.8921,PICK=0.8913,WALK=0.8906,PLAY=0.8893,HOLD=0.8737,PUT=0.8633,WASH=0.8583,DROP=0.8459,GIVE=0.7627
828,cnn_unsup,4_2b_task3 21967-22417,GET,GET=0.9912,WALK=0.9902,WASH=0.9901,GO=0.9883,PICK=0.9871,TAKE=0.9869,PUT=0.9864,EAT=0.9859,PLAY=0.9854,THROW=0.9824,DROP=0.9817,HOLD=0.9754,GIVE=0.9740,OPEN=0.9672
830,spatial_with_names_sup,4_2b_task3 21967-22417,THROW,THROW=0.5163,GET=0.2800,TAKE=0.2557,WASH=0.2443,PLAY=0.1688,PICK=0.1172,EAT=0.1070,OPEN=0.0805,WALK=0.0294,GO=-0.0021,HOLD=-0.2620,DROP=-0.4697,GIVE=-0.5352,PUT=-0.6474
832,rand,4_2b_task3 21967-22417,PLAY,,,,,,,,,,,,,,
838,cnn_sup,4_2b_task3 22417-22867,TAKE,TAKE=0.8316,EAT=0.3533,DROP=0.2127,PUT=0.1320,PICK=0.1304,GIVE=-0.1143,HOLD=-0.1251,GET=-0.1711,WALK=-0.2287,PLAY=-0.2335,OPEN=-0.2355,WASH=-0.3771,THROW=-0.3779,GO=-0.4086
836,spatial_sup,4_2b_task3 22417-22867,PUT,PUT=0.6844,THROW=0.2465,GIVE=0.1370,WALK=0.1365,GO=0.0194,TAKE=0.0039,EAT=0.0026,PLAY=-0.0034,DROP=-0.0590,WASH=-0.0697,HOLD=-0.2582,GET=-0.3012,OPEN=-0.7248,PICK=-0.7620
839,rand,4_2b_task3 22417-22867,PICK,,,,,,,,,,,,,,
837,spatial_with_names_sup,4_2b_task3 22417-22867,PUT,PUT=0.6323,THROW=0.4425,GIVE=0.3881,EAT=0.1955,OPEN=0.1812,WASH=0.0030,PLAY=-0.0586,GET=-0.0814,DROP=-0.1784,WALK=-0.1789,GO=-0.2148,TAKE=-0.3870,PICK=-0.5546,HOLD=-0.5650
835,cnn_unsup,4_2b_task3 22417-22867,GET,GET=0.9945,WASH=0.9917,WALK=0.9914,PUT=0.9913,PICK=0.9906,GO=0.9904,THROW=0.9901,PLAY=0.9899,TAKE=0.9896,EAT=0.9884,DROP=0.9849,GIVE=0.9815,HOLD=0.9786,OPEN=0.9706
834,spatial_with_names_unsup,4_2b_task3 22417-22867,GIVE,GIVE=0.7370,THROW=0.7276,TAKE=0.7216,WASH=0.7142,HOLD=0.7087,GET=0.7067,WALK=0.7007,PUT=0.6924,PICK=0.6890,EAT=0.6870,OPEN=0.6835,GO=0.6754,DROP=0.6486,PLAY=0.6184
833,spatial_unsup,4_2b_task3 22417-22867,GIVE,GIVE=0.7354,THROW=0.7259,TAKE=0.7200,WASH=0.7127,HOLD=0.7073,GET=0.7054,WALK=0.6988,PUT=0.6909,PICK=0.6875,EAT=0.6850,OPEN=0.6821,GO=0.6739,DROP=0.6474,PLAY=0.6172
843,spatial_sup,4_2b_task3 22867-23317,EAT,EAT=0.5024,WALK=0.3207,WASH=0.1943,TAKE=0.1828,THROW=0.1749,PUT=0.1331,PLAY=0.0733,HOLD=-0.0548,GO=-0.0982,GET=-0.1791,DROP=-0.2466,GIVE=-0.3231,OPEN=-0.4320,PICK=-0.5758
840,spatial_unsup,4_2b_task3 22867-23317,WALK,WALK=0.0077,THROW=0.0076,PLAY=0.0069,PUT=0.0066,GET=0.0063,WASH=0.0057,EAT=0.0053,GO=0.0051,TAKE=0.0041,PICK=0.0035,DROP=0.0033,OPEN=0.0032,HOLD=0.0019,GIVE=0.0014
842,cnn_unsup,4_2b_task3 22867-23317,WASH,WASH=0.9919,GET=0.9903,PUT=0.9902,EAT=0.9898,GO=0.9892,TAKE=0.9884,PICK=0.9882,WALK=0.9877,THROW=0.9867,PLAY=0.9848,DROP=0.9842,HOLD=0.9812,GIVE=0.9790,OPEN=0.9667
845,cnn_sup,4_2b_task3 22867-23317,PICK,PICK=0.5904,HOLD=0.4739,GIVE=0.3843,THROW=0.1418,GO=0.0083,GET=0.0002,PUT=-0.0709,WASH=-0.0788,WALK=-0.1270,PLAY=-0.1573,OPEN=-0.1725,TAKE=-0.3465,EAT=-0.4161,DROP=-0.4950
844,spatial_with_names_sup,4_2b_task3 22867-23317,EAT,EAT=0.8852,THROW=0.2395,WASH=0.1322,TAKE=0.1293,DROP=0.0431,OPEN=0.0248,PUT=-0.0436,WALK=-0.0660,HOLD=-0.1684,GET=-0.1781,GO=-0.1799,PLAY=-0.2042,GIVE=-0.2653,PICK=-0.5160
846,rand,4_2b_task3 22867-23317,TAKE,,,,,,,,,,,,,,
841,spatial_with_names_unsup,4_2b_task3 22867-23317,WALK,WALK=0.0086,THROW=0.0080,PLAY=0.0068,PUT=0.0067,EAT=0.0066,GET=0.0061,WASH=0.0058,GO=0.0054,TAKE=0.0043,PICK=0.0038,OPEN=0.0032,DROP=0.0032,HOLD=0.0019,GIVE=0.0014
849,cnn_unsup,4_2b_task3 23317-23767,GET,GET=0.9948,WALK=0.9939,WASH=0.9937,PUT=0.9909,GO=0.9901,PICK=0.9894,EAT=0.9891,TAKE=0.9890,PLAY=0.9874,THROW=0.9873,DROP=0.9830,HOLD=0.9792,GIVE=0.9780,OPEN=0.9631
852,cnn_sup,4_2b_task3 23317-23767,THROW,THROW=0.4616,PICK=0.4549,GO=0.3406,OPEN=0.0484,GET=0.0211,WASH=0.0036,PLAY=-0.0114,EAT=-0.0513,WALK=-0.0783,GIVE=-0.1195,HOLD=-0.1227,DROP=-0.1496,TAKE=-0.2119,PUT=-0.7255
848,spatial_with_names_unsup,4_2b_task3 23317-23767,THROW,THROW=0.0083,WALK=0.0080,PUT=0.0068,EAT=0.0066,PLAY=0.0066,GET=0.0057,WASH=0.0054,GO=0.0052,TAKE=0.0044,PICK=0.0036,OPEN=0.0032,DROP=0.0030,GIVE=0.0026,HOLD=0.0019
847,spatial_unsup,4_2b_task3 23317-23767,THROW,THROW=0.0079,WALK=0.0071,PLAY=0.0067,PUT=0.0066,GET=0.0059,WASH=0.0054,EAT=0.0053,GO=0.0049,TAKE=0.0040,PICK=0.0034,DROP=0.0032,OPEN=0.0032,GIVE=0.0026,HOLD=0.0018
851,spatial_with_names_sup,4_2b_task3 23317-23767,EAT,EAT=0.6703,GIVE=0.2947,THROW=0.2432,PUT=0.2229,WASH=0.1014,PLAY=0.0418,OPEN=0.0027,TAKE=-0.0689,GO=-0.0737,DROP=-0.0980,GET=-0.1330,HOLD=-0.4418,WALK=-0.4770,PICK=-0.6673
850,spatial_sup,4_2b_task3 23317-23767,PUT,PUT=0.3748,WASH=0.2884,EAT=0.2775,PLAY=0.1756,GIVE=0.0892,THROW=0.0722,TAKE=0.0286,GO=0.0174,WALK=-0.0054,GET=-0.1169,DROP=-0.1490,HOLD=-0.2534,OPEN=-0.4048,PICK=-0.7880
853,rand,4_2b_task3 23317-23767,PICK,,,,,,,,,,,,,,
857,spatial_sup,4_2b_task3 23767-24217,PICK,PICK=0.4813,GO=0.3195,OPEN=0.3129,THROW=0.2823,HOLD=0.1353,WALK=0.0871,DROP=-0.0216,TAKE=-0.0524,GET=-0.0700,PLAY=-0.0831,EAT=-0.2271,WASH=-0.2710,GIVE=-0.2940,PUT=-0.5042
854,spatial_unsup,4_2b_task3 23767-24217,PLAY,PLAY=0.8782,DROP=0.8584,GO=0.8543,WALK=0.8427,PICK=0.8330,THROW=0.8306,GET=0.8288,EAT=0.8274,HOLD=0.8179,OPEN=0.8157,TAKE=0.8023,PUT=0.8018,WASH=0.7934,GIVE=0.6387
859,cnn_sup,4_2b_task3 23767-24217,TAKE,TAKE=0.7868,HOLD=0.2618,PICK=0.2364,GET=0.2290,DROP=0.1606,EAT=0.0660,OPEN=-0.0019,WASH=-0.0351,PLAY=-0.1466,GIVE=-0.1664,PUT=-0.2246,GO=-0.2931,THROW=-0.3273,WALK=-0.5093
855,spatial_with_names_unsup,4_2b_task3 23767-24217,PLAY,PLAY=0.8782,DROP=0.8584,GO=0.8543,WALK=0.8427,PICK=0.8330,THROW=0.8306,GET=0.8288,EAT=0.8274,HOLD=0.8179,OPEN=0.8157,TAKE=0.8023,PUT=0.8018,WASH=0.7934,GIVE=0.6387
860,rand,4_2b_task3 23767-24217,PICK,,,,,,,,,,,,,,
858,spatial_with_names_sup,4_2b_task3 23767-24217,PICK,PICK=0.4687,DROP=0.4351,GO=0.3525,HOLD=0.2372,WASH=0.0950,OPEN=0.0847,THROW=0.0473,TAKE=0.0311,GIVE=0.0068,PLAY=-0.0180,WALK=-0.0223,GET=-0.0891,PUT=-0.4440,EAT=-0.5798
